23.6967 	WARNING 	User requested fullscreen with size [1280  720], but screen is actually [1920, 1080]. Using actual size
22.3061 	EXP 	ver_line_precue: autoDraw = False
22.3061 	EXP 	hor_line_precue: autoDraw = False
22.3061 	EXP 	ver_line_precue: autoDraw = False
22.3061 	EXP 	image_cue: image = 'pics/hand.png'
22.3061 	EXP 	hor_line_cue: autoDraw = True
22.3061 	EXP 	ver_line_cue: autoDraw = True
22.3061 	EXP 	image_cue: autoDraw = True
23.3562 	EXP 	hor_line_cue: autoDraw = False
23.3562 	EXP 	ver_line_cue: autoDraw = False
23.3562 	EXP 	image_cue: autoDraw = False
23.3562 	EXP 	hor_line_cue: autoDraw = False
23.3562 	EXP 	ver_line_cue: autoDraw = False
23.3562 	EXP 	image_cue: autoDraw = False
23.3562 	EXP 	image_mi: image = 'pics/hand.png'
23.3562 	EXP 	image_mi: autoDraw = True
27.3559 	EXP 	image_mi: autoDraw = False
27.3559 	EXP 	image_mi: autoDraw = False
27.3559 	EXP 	text_pause: autoDraw = True
31.3405 	EXP 	New trial (rep=1, index=1): {'pic_name': 'pics/foot.png', 'class_mi': 'foot'}
31.3558 	EXP 	text_pause: autoDraw = False
31.3558 	EXP 	text_pause: autoDraw = False
31.3558 	EXP 	hor_line_precue: autoDraw = True
31.3558 	EXP 	ver_line_precue: autoDraw = True
32.4057 	EXP 	hor_line_precue: autoDraw = False
32.4057 	EXP 	ver_line_precue: autoDraw = False
32.4057 	EXP 	hor_line_precue: autoDraw = False
32.4057 	EXP 	ver_line_precue: autoDraw = False
32.4057 	EXP 	image_cue: image = 'pics/foot.png'
32.4057 	EXP 	hor_line_cue: autoDraw = True
32.4057 	EXP 	ver_line_cue: autoDraw = True
32.4057 	EXP 	image_cue: autoDraw = True
33.4557 	EXP 	hor_line_cue: autoDraw = False
33.4557 	EXP 	ver_line_cue: autoDraw = False
33.4557 	EXP 	image_cue: autoDraw = False
33.4557 	EXP 	hor_line_cue: autoDraw = False
33.4557 	EXP 	ver_line_cue: autoDraw = False
33.4557 	EXP 	image_cue: autoDraw = False
33.4557 	EXP 	image_mi: image = 'pics/foot.png'
33.4557 	EXP 	image_mi: autoDraw = True
37.4556 	EXP 	image_mi: autoDraw = False
37.4556 	EXP 	image_mi: autoDraw = False
37.4556 	EXP 	text_pause: autoDraw = True
41.4555 	EXP 	text_pause: autoDraw = False
41.4555 	EXP 	text_pause: autoDraw = False
41.4555 	EXP 	text_post_run: autoDraw = True
136.9386 	DATA 	Keypress: space
136.9529 	EXP 	text_post_run: autoDraw = False
136.9531 	EXP 	bci_racingteam: status = STOPPED
137.1307 	EXP 	window1: mouseVisible = True
