10.6974 	WARNING 	User requested fullscreen with size [1280  720], but screen is actually [1920, 1080]. Using actual size
16.3310 	EXP 	Created hor_line_precue = Line(__class__=<class 'psychopy.visual.line.Line'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([0, 0, 0]), fillColorSpace='rgb', fillRGB=array([0, 0, 0]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=5.0, name='hor_line_precue', opacity=0.5, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
16.3314 	EXP 	window1: mouseVisible = True
16.3397 	EXP 	Created ver_line_precue = Line(__class__=<class 'psychopy.visual.line.Line'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([0, 0, 0]), fillColorSpace='rgb', fillRGB=array([0, 0, 0]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=5.0, name='ver_line_precue', opacity=0.5, ori=90.0, pos=array([0., 0.]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
16.3401 	EXP 	window1: mouseVisible = True
16.3484 	EXP 	Created hor_line_cue = Line(__class__=<class 'psychopy.visual.line.Line'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([0, 0, 0]), fillColorSpace='rgb', fillRGB=array([0, 0, 0]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=5.0, name='hor_line_cue', opacity=0.5, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
16.3488 	EXP 	window1: mouseVisible = True
16.3571 	EXP 	Created ver_line_cue = Line(__class__=<class 'psychopy.visual.line.Line'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([0, 0, 0]), fillColorSpace='rgb', fillRGB=array([0, 0, 0]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=5.0, name='ver_line_cue', opacity=0.5, ori=90.0, pos=array([0., 0.]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
16.3575 	EXP 	window1: mouseVisible = True
16.3690 	EXP 	Created image_cue = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image_cue', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.15, 0.15]), texRes=128.0, units='height', win=Window(...))
16.3692 	EXP 	window1: mouseVisible = True
16.3800 	EXP 	Created image_mi = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image_mi', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
16.3804 	EXP 	window1: mouseVisible = True
16.3864 	EXP 	Created text_pause = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_pause', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
16.3867 	EXP 	window1: mouseVisible = True
16.4014 	EXP 	Created text_post_run = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_post_run', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='End\n', units='height', win=Window(...), wrapWidth=1)
0.0283 	EXP 	text_pre_run: autoDraw = True
0.6353 	EXP 	Imported classes.xlsx as conditions, 2 conditions, 2 params
0.6363 	EXP 	Created sequence: fullRandom, trialTypes=2, nReps=2, seed=None
0.6367 	EXP 	New trial (rep=0, index=0): {'pic_name': 'pics/foot.png', 'class_mi': 'foot'}
0.6426 	DATA 	Keypress: space
0.6615 	EXP 	text_pre_run: autoDraw = False
0.6615 	EXP 	hor_line_precue: autoDraw = True
0.6615 	EXP 	ver_line_precue: autoDraw = True
1.7281 	EXP 	hor_line_precue: autoDraw = False
1.7281 	EXP 	ver_line_precue: autoDraw = False
1.7281 	EXP 	hor_line_precue: autoDraw = False
1.7281 	EXP 	ver_line_precue: autoDraw = False
1.7281 	EXP 	image_cue: image = 'pics/foot.png'
1.7281 	EXP 	hor_line_cue: autoDraw = True
1.7281 	EXP 	ver_line_cue: autoDraw = True
1.7281 	EXP 	image_cue: autoDraw = True
2.7948 	EXP 	hor_line_cue: autoDraw = False
2.7948 	EXP 	ver_line_cue: autoDraw = False
2.7948 	EXP 	image_cue: autoDraw = False
2.7948 	EXP 	hor_line_cue: autoDraw = False
2.7948 	EXP 	ver_line_cue: autoDraw = False
2.7948 	EXP 	image_cue: autoDraw = False
2.7948 	EXP 	image_mi: image = 'pics/foot.png'
2.7948 	EXP 	image_mi: autoDraw = True
6.7947 	EXP 	image_mi: autoDraw = False
6.7947 	EXP 	image_mi: autoDraw = False
6.7947 	EXP 	text_pause: autoDraw = True
10.7794 	EXP 	New trial (rep=0, index=1): {'pic_name': 'pics/hand.png', 'class_mi': 'hand'}
10.7946 	EXP 	text_pause: autoDraw = False
10.7946 	EXP 	text_pause: autoDraw = False
10.7946 	EXP 	hor_line_precue: autoDraw = True
10.7946 	EXP 	ver_line_precue: autoDraw = True
11.8446 	EXP 	hor_line_precue: autoDraw = False
11.8446 	EXP 	ver_line_precue: autoDraw = False
11.8446 	EXP 	hor_line_precue: autoDraw = False
11.8446 	EXP 	ver_line_precue: autoDraw = False
11.8446 	EXP 	image_cue: image = 'pics/hand.png'
11.8446 	EXP 	hor_line_cue: autoDraw = True
11.8446 	EXP 	ver_line_cue: autoDraw = True
11.8446 	EXP 	image_cue: autoDraw = True
12.8945 	EXP 	hor_line_cue: autoDraw = False
12.8945 	EXP 	ver_line_cue: autoDraw = False
12.8945 	EXP 	image_cue: autoDraw = False
12.8945 	EXP 	hor_line_cue: autoDraw = False
12.8945 	EXP 	ver_line_cue: autoDraw = False
12.8945 	EXP 	image_cue: autoDraw = False
12.8945 	EXP 	image_mi: image = 'pics/hand.png'
12.8945 	EXP 	image_mi: autoDraw = True
16.8944 	EXP 	image_mi: autoDraw = False
16.8944 	EXP 	image_mi: autoDraw = False
16.8944 	EXP 	text_pause: autoDraw = True
20.8791 	EXP 	New trial (rep=1, index=0): {'pic_name': 'pics/hand.png', 'class_mi': 'hand'}
20.8943 	EXP 	text_pause: autoDraw = False
20.8943 	EXP 	text_pause: autoDraw = False
20.8943 	EXP 	hor_line_precue: autoDraw = True
20.8943 	EXP 	ver_line_precue: autoDraw = True
21.9443 	EXP 	hor_line_precue: autoDraw = False
21.9443 	EXP 	ver_line_precue: autoDraw = False
21.9443 	EXP 	hor_line_precue: autoDraw = False
21.9443 	EXP 	ver_line_precue: autoDraw = False
21.9443 	EXP 	image_cue: image = 'pics/hand.png'
21.9443 	EXP 	hor_line_cue: autoDraw = True
21.9443 	EXP 	ver_line_cue: autoDraw = True
21.9443 	EXP 	image_cue: autoDraw = True
22.9943 	EXP 	hor_line_cue: autoDraw = False
22.9943 	EXP 	ver_line_cue: autoDraw = False
22.9943 	EXP 	image_cue: autoDraw = False
22.9943 	EXP 	hor_line_cue: autoDraw = False
22.9943 	EXP 	ver_line_cue: autoDraw = False
22.9943 	EXP 	image_cue: autoDraw = False
22.9943 	EXP 	image_mi: image = 'pics/hand.png'
22.9943 	EXP 	image_mi: autoDraw = True
26.9941 	EXP 	image_mi: autoDraw = False
26.9941 	EXP 	image_mi: autoDraw = False
26.9941 	EXP 	text_pause: autoDraw = True
30.9789 	EXP 	New trial (rep=1, index=1): {'pic_name': 'pics/foot.png', 'class_mi': 'foot'}
30.9944 	EXP 	text_pause: autoDraw = False
30.9944 	EXP 	text_pause: autoDraw = False
30.9944 	EXP 	hor_line_precue: autoDraw = True
30.9944 	EXP 	ver_line_precue: autoDraw = True
32.0440 	EXP 	hor_line_precue: autoDraw = False
32.0440 	EXP 	ver_line_precue: autoDraw = False
32.0440 	EXP 	hor_line_precue: autoDraw = False
32.0440 	EXP 	ver_line_precue: autoDraw = False
32.0440 	EXP 	image_cue: image = 'pics/foot.png'
32.0440 	EXP 	hor_line_cue: autoDraw = True
32.0440 	EXP 	ver_line_cue: autoDraw = True
32.0440 	EXP 	image_cue: autoDraw = True
33.0940 	EXP 	hor_line_cue: autoDraw = False
33.0940 	EXP 	ver_line_cue: autoDraw = False
33.0940 	EXP 	image_cue: autoDraw = False
33.0940 	EXP 	hor_line_cue: autoDraw = False
33.0940 	EXP 	ver_line_cue: autoDraw = False
33.0940 	EXP 	image_cue: autoDraw = False
33.0940 	EXP 	image_mi: image = 'pics/foot.png'
33.0940 	EXP 	image_mi: autoDraw = True
37.0939 	EXP 	image_mi: autoDraw = False
37.0939 	EXP 	image_mi: autoDraw = False
37.0939 	EXP 	text_pause: autoDraw = True
41.0938 	EXP 	text_pause: autoDraw = False
41.0938 	EXP 	text_pause: autoDraw = False
41.0938 	EXP 	text_post_run: autoDraw = True
59.9788 	DATA 	Keypress: space
59.9932 	EXP 	text_post_run: autoDraw = False
59.9934 	EXP 	bci_racingteam: status = STOPPED
60.2674 	EXP 	window1: mouseVisible = True
