9.3906 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000028DF7AA8400>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000028DF7AA8700>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000028DF7AA8520>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000028DF7F67FA0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=1, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
15.5354 	EXP 	Created text_post_run_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_post_run_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Block Finished. Yuhu!', units='height', win=Window(...), wrapWidth=1)
0.0065 	DATA 	Keypress: lalt
0.0614 	EXP 	text_pre_block: autoDraw = True
2.7367 	DATA 	Mouse: Left button down, pos=(430,745)
2.8209 	DATA 	Mouse:  Left button up, pos=(430,745)
5.8899 	EXP 	Created sequence: random, trialTypes=1, nReps=4, seed=None
5.8903 	EXP 	New trial (rep=0, index=0): None
5.8926 	DATA 	Keypress: space
5.9004 	EXP 	text_pre_block: autoDraw = False
5.9004 	EXP 	text_2: autoDraw = True
8.8974 	EXP 	Imported classes.csv as conditions, 4 conditions, 2 params
8.8981 	EXP 	Created sequence: fullRandom, trialTypes=4, nReps=5, seed=None
8.8985 	EXP 	New trial (rep=0, index=0): OrderedDict([('pic_name', 'pics/feet.JPG'), ('class_mi', 'feet')])
8.9204 	EXP 	text_2: autoDraw = False
8.9204 	EXP 	text_2: autoDraw = False
8.9204 	EXP 	hor_line_precue: autoDraw = True
8.9204 	EXP 	ver_line_precue: autoDraw = True
10.9553 	EXP 	hor_line_precue: autoDraw = False
10.9553 	EXP 	ver_line_precue: autoDraw = False
10.9553 	EXP 	hor_line_precue: autoDraw = False
10.9553 	EXP 	ver_line_precue: autoDraw = False
10.9553 	EXP 	image_mi: image = 'pics/feet.JPG'
10.9553 	EXP 	image_mi: autoDraw = True
10.9553 	EXP 	polygon: autoDraw = True
10.9553 	EXP 	polygon_2: autoDraw = True
10.9553 	EXP 	polygon_3: autoDraw = True
10.9553 	EXP 	polygon_4: autoDraw = True
15.4599 	EXP 	image_mi: autoDraw = False
15.4599 	EXP 	polygon: autoDraw = False
15.4599 	EXP 	polygon_2: autoDraw = False
15.4599 	EXP 	polygon_3: autoDraw = False
15.4599 	EXP 	polygon_4: autoDraw = False
15.4599 	EXP 	image_mi: autoDraw = False
15.4599 	EXP 	polygon: autoDraw = False
15.4599 	EXP 	polygon_2: autoDraw = False
15.4599 	EXP 	polygon_3: autoDraw = False
15.4599 	EXP 	polygon_4: autoDraw = False
15.4599 	EXP 	text_pause: autoDraw = True
17.9473 	EXP 	New trial (rep=0, index=1): OrderedDict([('pic_name', 'pics/mental_singing.JPG'), ('class_mi', 'mental_singing')])
17.9625 	EXP 	text_pause: autoDraw = False
17.9625 	EXP 	text_pause: autoDraw = False
17.9625 	EXP 	hor_line_precue: autoDraw = True
17.9625 	EXP 	ver_line_precue: autoDraw = True
19.9811 	EXP 	hor_line_precue: autoDraw = False
19.9811 	EXP 	ver_line_precue: autoDraw = False
19.9811 	EXP 	hor_line_precue: autoDraw = False
19.9811 	EXP 	ver_line_precue: autoDraw = False
19.9811 	EXP 	image_mi: image = 'pics/mental_singing.JPG'
19.9811 	EXP 	image_mi: autoDraw = True
19.9811 	EXP 	polygon: autoDraw = True
19.9811 	EXP 	polygon_2: autoDraw = True
19.9811 	EXP 	polygon_3: autoDraw = True
19.9811 	EXP 	polygon_4: autoDraw = True
24.5023 	EXP 	image_mi: autoDraw = False
24.5023 	EXP 	polygon: autoDraw = False
24.5023 	EXP 	polygon_2: autoDraw = False
24.5023 	EXP 	polygon_3: autoDraw = False
24.5023 	EXP 	polygon_4: autoDraw = False
24.5023 	EXP 	image_mi: autoDraw = False
24.5023 	EXP 	polygon: autoDraw = False
24.5023 	EXP 	polygon_2: autoDraw = False
24.5023 	EXP 	polygon_3: autoDraw = False
24.5023 	EXP 	polygon_4: autoDraw = False
24.5023 	EXP 	text_pause: autoDraw = True
26.9896 	EXP 	New trial (rep=0, index=2): OrderedDict([('pic_name', 'pics/feet.JPG'), ('class_mi', 'feet')])
27.0046 	EXP 	text_pause: autoDraw = False
27.0046 	EXP 	text_pause: autoDraw = False
27.0046 	EXP 	hor_line_precue: autoDraw = True
27.0046 	EXP 	ver_line_precue: autoDraw = True
29.0233 	EXP 	hor_line_precue: autoDraw = False
29.0233 	EXP 	ver_line_precue: autoDraw = False
29.0233 	EXP 	hor_line_precue: autoDraw = False
29.0233 	EXP 	ver_line_precue: autoDraw = False
29.0233 	EXP 	image_mi: image = 'pics/feet.JPG'
29.0233 	EXP 	image_mi: autoDraw = True
29.0233 	EXP 	polygon: autoDraw = True
29.0233 	EXP 	polygon_2: autoDraw = True
29.0233 	EXP 	polygon_3: autoDraw = True
29.0233 	EXP 	polygon_4: autoDraw = True
33.5446 	EXP 	image_mi: autoDraw = False
33.5446 	EXP 	polygon: autoDraw = False
33.5446 	EXP 	polygon_2: autoDraw = False
33.5446 	EXP 	polygon_3: autoDraw = False
33.5446 	EXP 	polygon_4: autoDraw = False
33.5446 	EXP 	image_mi: autoDraw = False
33.5446 	EXP 	polygon: autoDraw = False
33.5446 	EXP 	polygon_2: autoDraw = False
33.5446 	EXP 	polygon_3: autoDraw = False
33.5446 	EXP 	polygon_4: autoDraw = False
33.5446 	EXP 	text_pause: autoDraw = True
36.0313 	EXP 	New trial (rep=0, index=3): OrderedDict([('pic_name', 'pics/left_hand.JPG'), ('class_mi', 'left_hand')])
36.0470 	EXP 	text_pause: autoDraw = False
36.0470 	EXP 	text_pause: autoDraw = False
36.0470 	EXP 	hor_line_precue: autoDraw = True
36.0470 	EXP 	ver_line_precue: autoDraw = True
38.0658 	EXP 	hor_line_precue: autoDraw = False
38.0658 	EXP 	ver_line_precue: autoDraw = False
38.0658 	EXP 	hor_line_precue: autoDraw = False
38.0658 	EXP 	ver_line_precue: autoDraw = False
38.0658 	EXP 	image_mi: image = 'pics/left_hand.JPG'
38.0658 	EXP 	image_mi: autoDraw = True
38.0658 	EXP 	polygon: autoDraw = True
38.0658 	EXP 	polygon_2: autoDraw = True
38.0658 	EXP 	polygon_3: autoDraw = True
38.0658 	EXP 	polygon_4: autoDraw = True
42.5701 	EXP 	image_mi: autoDraw = False
42.5701 	EXP 	polygon: autoDraw = False
42.5701 	EXP 	polygon_2: autoDraw = False
42.5701 	EXP 	polygon_3: autoDraw = False
42.5701 	EXP 	polygon_4: autoDraw = False
42.5701 	EXP 	image_mi: autoDraw = False
42.5701 	EXP 	polygon: autoDraw = False
42.5701 	EXP 	polygon_2: autoDraw = False
42.5701 	EXP 	polygon_3: autoDraw = False
42.5701 	EXP 	polygon_4: autoDraw = False
42.5701 	EXP 	text_pause: autoDraw = True
45.0576 	EXP 	New trial (rep=1, index=0): OrderedDict([('pic_name', 'pics/feet.JPG'), ('class_mi', 'feet')])
45.0727 	EXP 	text_pause: autoDraw = False
45.0727 	EXP 	text_pause: autoDraw = False
45.0727 	EXP 	hor_line_precue: autoDraw = True
45.0727 	EXP 	ver_line_precue: autoDraw = True
47.0914 	EXP 	hor_line_precue: autoDraw = False
47.0914 	EXP 	ver_line_precue: autoDraw = False
47.0914 	EXP 	hor_line_precue: autoDraw = False
47.0914 	EXP 	ver_line_precue: autoDraw = False
47.0914 	EXP 	image_mi: image = 'pics/feet.JPG'
47.0914 	EXP 	image_mi: autoDraw = True
47.0914 	EXP 	polygon: autoDraw = True
47.0914 	EXP 	polygon_2: autoDraw = True
47.0914 	EXP 	polygon_3: autoDraw = True
47.0914 	EXP 	polygon_4: autoDraw = True
51.5958 	EXP 	image_mi: autoDraw = False
51.5958 	EXP 	polygon: autoDraw = False
51.5958 	EXP 	polygon_2: autoDraw = False
51.5958 	EXP 	polygon_3: autoDraw = False
51.5958 	EXP 	polygon_4: autoDraw = False
51.5958 	EXP 	image_mi: autoDraw = False
51.5958 	EXP 	polygon: autoDraw = False
51.5958 	EXP 	polygon_2: autoDraw = False
51.5958 	EXP 	polygon_3: autoDraw = False
51.5958 	EXP 	polygon_4: autoDraw = False
51.5958 	EXP 	text_pause: autoDraw = True
54.0830 	EXP 	New trial (rep=1, index=1): OrderedDict([('pic_name', 'pics/left_hand.JPG'), ('class_mi', 'left_hand')])
54.0983 	EXP 	text_pause: autoDraw = False
54.0983 	EXP 	text_pause: autoDraw = False
54.0983 	EXP 	hor_line_precue: autoDraw = True
54.0983 	EXP 	ver_line_precue: autoDraw = True
56.1170 	EXP 	hor_line_precue: autoDraw = False
56.1170 	EXP 	ver_line_precue: autoDraw = False
56.1170 	EXP 	hor_line_precue: autoDraw = False
56.1170 	EXP 	ver_line_precue: autoDraw = False
56.1170 	EXP 	image_mi: image = 'pics/left_hand.JPG'
56.1170 	EXP 	image_mi: autoDraw = True
56.1170 	EXP 	polygon: autoDraw = True
56.1170 	EXP 	polygon_2: autoDraw = True
56.1170 	EXP 	polygon_3: autoDraw = True
56.1170 	EXP 	polygon_4: autoDraw = True
60.6214 	EXP 	image_mi: autoDraw = False
60.6214 	EXP 	polygon: autoDraw = False
60.6214 	EXP 	polygon_2: autoDraw = False
60.6214 	EXP 	polygon_3: autoDraw = False
60.6214 	EXP 	polygon_4: autoDraw = False
60.6214 	EXP 	image_mi: autoDraw = False
60.6214 	EXP 	polygon: autoDraw = False
60.6214 	EXP 	polygon_2: autoDraw = False
60.6214 	EXP 	polygon_3: autoDraw = False
60.6214 	EXP 	polygon_4: autoDraw = False
60.6214 	EXP 	text_pause: autoDraw = True
63.1088 	EXP 	New trial (rep=1, index=2): OrderedDict([('pic_name', 'pics/left_hand.JPG'), ('class_mi', 'left_hand')])
63.1240 	EXP 	text_pause: autoDraw = False
63.1240 	EXP 	text_pause: autoDraw = False
63.1240 	EXP 	hor_line_precue: autoDraw = True
63.1240 	EXP 	ver_line_precue: autoDraw = True
65.1426 	EXP 	hor_line_precue: autoDraw = False
65.1426 	EXP 	ver_line_precue: autoDraw = False
65.1426 	EXP 	hor_line_precue: autoDraw = False
65.1426 	EXP 	ver_line_precue: autoDraw = False
65.1426 	EXP 	image_mi: image = 'pics/left_hand.JPG'
65.1426 	EXP 	image_mi: autoDraw = True
65.1426 	EXP 	polygon: autoDraw = True
65.1426 	EXP 	polygon_2: autoDraw = True
65.1426 	EXP 	polygon_3: autoDraw = True
65.1426 	EXP 	polygon_4: autoDraw = True
69.6472 	EXP 	image_mi: autoDraw = False
69.6472 	EXP 	polygon: autoDraw = False
69.6472 	EXP 	polygon_2: autoDraw = False
69.6472 	EXP 	polygon_3: autoDraw = False
69.6472 	EXP 	polygon_4: autoDraw = False
69.6472 	EXP 	image_mi: autoDraw = False
69.6472 	EXP 	polygon: autoDraw = False
69.6472 	EXP 	polygon_2: autoDraw = False
69.6472 	EXP 	polygon_3: autoDraw = False
69.6472 	EXP 	polygon_4: autoDraw = False
69.6472 	EXP 	text_pause: autoDraw = True
72.1345 	EXP 	New trial (rep=1, index=3): OrderedDict([('pic_name', 'pics/mental_singing.JPG'), ('class_mi', 'mental_singing')])
72.1496 	EXP 	text_pause: autoDraw = False
72.1496 	EXP 	text_pause: autoDraw = False
72.1496 	EXP 	hor_line_precue: autoDraw = True
72.1496 	EXP 	ver_line_precue: autoDraw = True
74.1683 	EXP 	hor_line_precue: autoDraw = False
74.1683 	EXP 	ver_line_precue: autoDraw = False
74.1683 	EXP 	hor_line_precue: autoDraw = False
74.1683 	EXP 	ver_line_precue: autoDraw = False
74.1683 	EXP 	image_mi: image = 'pics/mental_singing.JPG'
74.1683 	EXP 	image_mi: autoDraw = True
74.1683 	EXP 	polygon: autoDraw = True
74.1683 	EXP 	polygon_2: autoDraw = True
74.1683 	EXP 	polygon_3: autoDraw = True
74.1683 	EXP 	polygon_4: autoDraw = True
78.6895 	EXP 	image_mi: autoDraw = False
78.6895 	EXP 	polygon: autoDraw = False
78.6895 	EXP 	polygon_2: autoDraw = False
78.6895 	EXP 	polygon_3: autoDraw = False
78.6895 	EXP 	polygon_4: autoDraw = False
78.6895 	EXP 	image_mi: autoDraw = False
78.6895 	EXP 	polygon: autoDraw = False
78.6895 	EXP 	polygon_2: autoDraw = False
78.6895 	EXP 	polygon_3: autoDraw = False
78.6895 	EXP 	polygon_4: autoDraw = False
78.6895 	EXP 	text_pause: autoDraw = True
81.1761 	EXP 	New trial (rep=2, index=0): OrderedDict([('pic_name', 'pics/left_hand.JPG'), ('class_mi', 'left_hand')])
81.1919 	EXP 	text_pause: autoDraw = False
81.1919 	EXP 	text_pause: autoDraw = False
81.1919 	EXP 	hor_line_precue: autoDraw = True
81.1919 	EXP 	ver_line_precue: autoDraw = True
83.2106 	EXP 	hor_line_precue: autoDraw = False
83.2106 	EXP 	ver_line_precue: autoDraw = False
83.2106 	EXP 	hor_line_precue: autoDraw = False
83.2106 	EXP 	ver_line_precue: autoDraw = False
83.2106 	EXP 	image_mi: image = 'pics/left_hand.JPG'
83.2106 	EXP 	image_mi: autoDraw = True
83.2106 	EXP 	polygon: autoDraw = True
83.2106 	EXP 	polygon_2: autoDraw = True
83.2106 	EXP 	polygon_3: autoDraw = True
83.2106 	EXP 	polygon_4: autoDraw = True
87.7150 	EXP 	image_mi: autoDraw = False
87.7150 	EXP 	polygon: autoDraw = False
87.7150 	EXP 	polygon_2: autoDraw = False
87.7150 	EXP 	polygon_3: autoDraw = False
87.7150 	EXP 	polygon_4: autoDraw = False
87.7150 	EXP 	image_mi: autoDraw = False
87.7150 	EXP 	polygon: autoDraw = False
87.7150 	EXP 	polygon_2: autoDraw = False
87.7150 	EXP 	polygon_3: autoDraw = False
87.7150 	EXP 	polygon_4: autoDraw = False
87.7150 	EXP 	text_pause: autoDraw = True
90.2026 	EXP 	New trial (rep=2, index=1): OrderedDict([('pic_name', 'pics/right_hand.JPG'), ('class_mi', 'right_hand')])
90.2175 	EXP 	text_pause: autoDraw = False
90.2175 	EXP 	text_pause: autoDraw = False
90.2175 	EXP 	hor_line_precue: autoDraw = True
90.2175 	EXP 	ver_line_precue: autoDraw = True
92.2359 	EXP 	hor_line_precue: autoDraw = False
92.2359 	EXP 	ver_line_precue: autoDraw = False
92.2359 	EXP 	hor_line_precue: autoDraw = False
92.2359 	EXP 	ver_line_precue: autoDraw = False
92.2359 	EXP 	image_mi: image = 'pics/right_hand.JPG'
92.2359 	EXP 	image_mi: autoDraw = True
92.2359 	EXP 	polygon: autoDraw = True
92.2359 	EXP 	polygon_2: autoDraw = True
92.2359 	EXP 	polygon_3: autoDraw = True
92.2359 	EXP 	polygon_4: autoDraw = True
96.7405 	EXP 	image_mi: autoDraw = False
96.7405 	EXP 	polygon: autoDraw = False
96.7405 	EXP 	polygon_2: autoDraw = False
96.7405 	EXP 	polygon_3: autoDraw = False
96.7405 	EXP 	polygon_4: autoDraw = False
96.7405 	EXP 	image_mi: autoDraw = False
96.7405 	EXP 	polygon: autoDraw = False
96.7405 	EXP 	polygon_2: autoDraw = False
96.7405 	EXP 	polygon_3: autoDraw = False
96.7405 	EXP 	polygon_4: autoDraw = False
96.7405 	EXP 	text_pause: autoDraw = True
99.2275 	EXP 	New trial (rep=2, index=2): OrderedDict([('pic_name', 'pics/right_hand.JPG'), ('class_mi', 'right_hand')])
99.2430 	EXP 	text_pause: autoDraw = False
99.2430 	EXP 	text_pause: autoDraw = False
99.2430 	EXP 	hor_line_precue: autoDraw = True
99.2430 	EXP 	ver_line_precue: autoDraw = True
101.2618 	EXP 	hor_line_precue: autoDraw = False
101.2618 	EXP 	ver_line_precue: autoDraw = False
101.2618 	EXP 	hor_line_precue: autoDraw = False
101.2618 	EXP 	ver_line_precue: autoDraw = False
101.2618 	EXP 	image_mi: image = 'pics/right_hand.JPG'
101.2618 	EXP 	image_mi: autoDraw = True
101.2618 	EXP 	polygon: autoDraw = True
101.2618 	EXP 	polygon_2: autoDraw = True
101.2618 	EXP 	polygon_3: autoDraw = True
101.2618 	EXP 	polygon_4: autoDraw = True
105.7829 	EXP 	image_mi: autoDraw = False
105.7829 	EXP 	polygon: autoDraw = False
105.7829 	EXP 	polygon_2: autoDraw = False
105.7829 	EXP 	polygon_3: autoDraw = False
105.7829 	EXP 	polygon_4: autoDraw = False
105.7829 	EXP 	image_mi: autoDraw = False
105.7829 	EXP 	polygon: autoDraw = False
105.7829 	EXP 	polygon_2: autoDraw = False
105.7829 	EXP 	polygon_3: autoDraw = False
105.7829 	EXP 	polygon_4: autoDraw = False
105.7829 	EXP 	text_pause: autoDraw = True
108.2701 	EXP 	New trial (rep=2, index=3): OrderedDict([('pic_name', 'pics/mental_singing.JPG'), ('class_mi', 'mental_singing')])
