9.0700 	WARNING 	User requested fullscreen with size [1536  864], but screen is actually [1920, 1080]. Using actual size
15.4351 	EXP 	Created text_pause = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_pause', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
15.4353 	EXP 	window1: mouseVisible = True
15.4491 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Run Finished', units='height', win=Window(...), wrapWidth=1)
15.4493 	EXP 	window1: mouseVisible = True
15.4614 	EXP 	Created text_post_run = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_post_run', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Block Finished. Yuhu!', units='height', win=Window(...), wrapWidth=1)
15.4616 	EXP 	window1: mouseVisible = True
15.4662 	EXP 	Created text_post_run_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_post_run_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Block Finished. Yuhu!', units='height', win=Window(...), wrapWidth=1)
0.0259 	EXP 	text_pre_block: autoDraw = True
4.0224 	EXP 	Created sequence: random, trialTypes=1, nReps=4, seed=None
4.0229 	EXP 	New trial (rep=0, index=0): None
4.0269 	DATA 	Keypress: space
4.0466 	EXP 	text_pre_block: autoDraw = False
4.0466 	EXP 	text_2: autoDraw = True
7.0407 	EXP 	Imported classes.csv as conditions, 4 conditions, 2 params
7.0415 	EXP 	Created sequence: fullRandom, trialTypes=4, nReps=5, seed=None
7.0421 	EXP 	New trial (rep=0, index=0): OrderedDict([('pic_name', 'pics/mental_singing.JPG'), ('class_mi', 'mental_singing')])
7.0663 	EXP 	text_2: autoDraw = False
7.0663 	EXP 	hor_line_precue: autoDraw = True
7.0663 	EXP 	ver_line_precue: autoDraw = True
9.0850 	EXP 	hor_line_precue: autoDraw = False
9.0850 	EXP 	ver_line_precue: autoDraw = False
9.0850 	EXP 	hor_line_precue: autoDraw = False
9.0850 	EXP 	ver_line_precue: autoDraw = False
9.0850 	EXP 	image_mi: image = 'pics/mental_singing.JPG'
9.0850 	EXP 	image_mi: autoDraw = True
9.0850 	EXP 	polygon_2: autoDraw = True
9.0850 	EXP 	polygon_3: autoDraw = True
9.0850 	EXP 	polygon: autoDraw = True
13.5894 	EXP 	image_mi: autoDraw = False
13.5894 	EXP 	polygon_2: autoDraw = False
13.5894 	EXP 	polygon_3: autoDraw = False
13.5894 	EXP 	polygon: autoDraw = False
13.5894 	EXP 	image_mi: autoDraw = False
13.5894 	EXP 	polygon_2: autoDraw = False
13.5894 	EXP 	polygon_3: autoDraw = False
13.5894 	EXP 	polygon: autoDraw = False
13.5894 	EXP 	text_pause: autoDraw = True
16.0767 	EXP 	New trial (rep=0, index=1): OrderedDict([('pic_name', 'pics/mental_singing.JPG'), ('class_mi', 'mental_singing')])
16.0919 	EXP 	text_pause: autoDraw = False
16.0919 	EXP 	text_pause: autoDraw = False
16.0919 	EXP 	hor_line_precue: autoDraw = True
16.0919 	EXP 	ver_line_precue: autoDraw = True
18.1106 	EXP 	hor_line_precue: autoDraw = False
18.1106 	EXP 	ver_line_precue: autoDraw = False
18.1106 	EXP 	hor_line_precue: autoDraw = False
18.1106 	EXP 	ver_line_precue: autoDraw = False
18.1106 	EXP 	image_mi: image = 'pics/mental_singing.JPG'
18.1106 	EXP 	image_mi: autoDraw = True
18.1106 	EXP 	polygon_2: autoDraw = True
18.1106 	EXP 	polygon_3: autoDraw = True
18.1106 	EXP 	polygon: autoDraw = True
22.6150 	EXP 	image_mi: autoDraw = False
22.6150 	EXP 	polygon_2: autoDraw = False
22.6150 	EXP 	polygon_3: autoDraw = False
22.6150 	EXP 	polygon: autoDraw = False
22.6150 	EXP 	image_mi: autoDraw = False
22.6150 	EXP 	polygon_2: autoDraw = False
22.6150 	EXP 	polygon_3: autoDraw = False
22.6150 	EXP 	polygon: autoDraw = False
22.6150 	EXP 	text_pause: autoDraw = True
25.1023 	EXP 	New trial (rep=0, index=2): OrderedDict([('pic_name', 'pics/mental_singing.JPG'), ('class_mi', 'mental_singing')])
25.1176 	EXP 	text_pause: autoDraw = False
25.1176 	EXP 	text_pause: autoDraw = False
25.1176 	EXP 	hor_line_precue: autoDraw = True
25.1176 	EXP 	ver_line_precue: autoDraw = True
27.1362 	EXP 	hor_line_precue: autoDraw = False
27.1362 	EXP 	ver_line_precue: autoDraw = False
27.1362 	EXP 	hor_line_precue: autoDraw = False
27.1362 	EXP 	ver_line_precue: autoDraw = False
27.1362 	EXP 	image_mi: image = 'pics/mental_singing.JPG'
27.1362 	EXP 	image_mi: autoDraw = True
27.1362 	EXP 	polygon_2: autoDraw = True
27.1362 	EXP 	polygon_3: autoDraw = True
27.1362 	EXP 	polygon: autoDraw = True
31.6407 	EXP 	image_mi: autoDraw = False
31.6407 	EXP 	polygon_2: autoDraw = False
31.6407 	EXP 	polygon_3: autoDraw = False
31.6407 	EXP 	polygon: autoDraw = False
31.6407 	EXP 	image_mi: autoDraw = False
31.6407 	EXP 	polygon_2: autoDraw = False
31.6407 	EXP 	polygon_3: autoDraw = False
31.6407 	EXP 	polygon: autoDraw = False
31.6407 	EXP 	text_pause: autoDraw = True
34.1280 	EXP 	New trial (rep=0, index=3): OrderedDict([('pic_name', 'pics/right_hand.JPG'), ('class_mi', 'right_hand')])
34.1432 	EXP 	text_pause: autoDraw = False
34.1432 	EXP 	text_pause: autoDraw = False
34.1432 	EXP 	hor_line_precue: autoDraw = True
34.1432 	EXP 	ver_line_precue: autoDraw = True
36.1619 	EXP 	hor_line_precue: autoDraw = False
36.1619 	EXP 	ver_line_precue: autoDraw = False
36.1619 	EXP 	hor_line_precue: autoDraw = False
36.1619 	EXP 	ver_line_precue: autoDraw = False
36.1619 	EXP 	image_mi: image = 'pics/right_hand.JPG'
36.1619 	EXP 	image_mi: autoDraw = True
36.1619 	EXP 	polygon_2: autoDraw = True
36.1619 	EXP 	polygon_3: autoDraw = True
36.1619 	EXP 	polygon: autoDraw = True
40.6663 	EXP 	image_mi: autoDraw = False
40.6663 	EXP 	polygon_2: autoDraw = False
40.6663 	EXP 	polygon_3: autoDraw = False
40.6663 	EXP 	polygon: autoDraw = False
40.6663 	EXP 	image_mi: autoDraw = False
40.6663 	EXP 	polygon_2: autoDraw = False
40.6663 	EXP 	polygon_3: autoDraw = False
40.6663 	EXP 	polygon: autoDraw = False
40.6663 	EXP 	text_pause: autoDraw = True
43.1535 	EXP 	New trial (rep=1, index=0): OrderedDict([('pic_name', 'pics/feet.JPG'), ('class_mi', 'feet')])
43.1687 	EXP 	text_pause: autoDraw = False
43.1687 	EXP 	text_pause: autoDraw = False
43.1687 	EXP 	hor_line_precue: autoDraw = True
43.1687 	EXP 	ver_line_precue: autoDraw = True
45.1876 	EXP 	hor_line_precue: autoDraw = False
45.1876 	EXP 	ver_line_precue: autoDraw = False
45.1876 	EXP 	hor_line_precue: autoDraw = False
45.1876 	EXP 	ver_line_precue: autoDraw = False
45.1876 	EXP 	image_mi: image = 'pics/feet.JPG'
45.1876 	EXP 	image_mi: autoDraw = True
45.1876 	EXP 	polygon_2: autoDraw = True
45.1876 	EXP 	polygon_3: autoDraw = True
45.1876 	EXP 	polygon: autoDraw = True
45.2277 	DATA 	Keypress: escape
45.2890 	EXP 	online_paradigm: status = STOPPED
45.3043 	EXP 	image_mi: autoDraw = False
45.3043 	EXP 	polygon_2: autoDraw = False
45.3043 	EXP 	polygon_3: autoDraw = False
45.3043 	EXP 	polygon: autoDraw = False
45.3044 	EXP 	online_paradigm: status = STOPPED
45.4089 	EXP 	window1: mouseVisible = True
